0, 159458, 3, 128, 3394733.0, 2, 105, 10
0, 19324, 3, 200, 9491070.0, 0, 0, 10
0, 18252, 0, 0, 0, 0, 0, 10
0, 8532, 4, 382, 9246005.0, 4, 803, 5
0, 141397, 4, 186, 1270494.0, 5, 312, 10
0, 215016, 0, 0, 0, 0, 0, 10
0, 617994, 3, 92, 3803498.0, 2, 146, 50
0, 98044, 0, 0, 0, 0, 0, 10
0, 90504, 3, 219, 1201277.0, 5, 402, 10
1, 542250, 3, 512, 1935939.0, 5, 966, 50
0, 934243, 3, 529, 4530349.0, 3, 605, 50
0, 18801, 0, 0, 0, 0, 0, 10
0, 383822, 6, 432, 2430027.0, 0, 0, 10
0, 92729, 3, 350, 1218360.0, 5, 626, 10
0, 1239220, 4, 485, 941010.0, 4, 289, 50
0, 46130, 3, 297, 2297960.0, 4, 659, 10
0, 19301, 6, 816, 501906.0, 0, 0, 10
1, 104986, 0, 0, 0, 0, 0, 50
0, 27314, 0, 0, 0, 0, 0, 10
0, 161323, 3, 362, 2223606.0, 5, 651, 10
0, 85721, 3, 46, 2250118.0, 5, 813, 10
1, 198310, 3, 246, 2798740.0, 3, 572, 10
0, 12655, 3, 371, 2044973.0, 3, 849, 5
0, 24512, 0, 0, 0, 0, 0, 5
0, 7107, 4, 594, 493325.0, 2, 359, 10
0, 1863, 3, 324, 9001892.0, 2, 138, 5
0, 1015, 0, 0, 0, 0, 0, 10
0, 25853, 4, 512, 229102.0, 0, 0, 5
0, 30180, 0, 0, 0, 0, 0, 10
0, 5331, 3, 201, 376564.0, 0, 0, 5
0, 21552, 0, 0, 0, 0, 0, 10
0, 239700, 3, 33, 2089863.0, 4, 678, 10
0, 6578, 3, 315, 2023667.0, 3, 839, 50
0, 6973, 3, 100, 808485.0, 5, 625, 5
1, 517887, 3, 42, 920866.0, 5, 547, 50
0, 35944, 0, 0, 0, 0, 0, 10
0, 101647, 5, 624, 4284445.0, 0, 0, 10
0, 131794, 3, 141, 3354102.0, 2, 210, 10
0, 100418, 3, 306, 1973087.0, 3, 579, 10
0, 9041, 3, 153, 1861585.0, 5, 705, 5
0, 983, 3, 80, 4669140.0, 5, 557, 5
0, 8216, 3, 247, 2297960.0, 4, 743, 5
0, 6520, 6, 602, 9302756.0, 0, 0, 5
0, 75423, 3, 217, 1935939.0, 4, 663, 10
0, 107909, 4, 787, 117079.0, 0, 0, 10
0, 2194, 0, 0, 0, 0, 0, 5
0, 2755, 3, 145, 7668.0, 0, 0, 5
0, 145949, 4, 618, 2210638.0, 0, 0, 10
0, 40902, 0, 0, 0, 0, 0, 10
0, 9184, 3, 342, 2044973.0, 4, 514, 5
0, 13157, 3, 300, 1035639.0, 5, 315, 5
0, 2731571, 5, 163, 2122743.0, 2, 99, 50
0, 127380, 6, 761, 1206008.0, 5, 585, 10
0, 3729, 5, 691, 1494898.0, 5, 416, 10
0, 8668, 3, 268, 714234.0, 0, 0, 10
0, 65590, 3, 322, 2021610.0, 3, 896, 10
0, 12591, 3, 135, 673934.0, 0, 0, 10
0, 2060, 3, 380, 3650573.0, 0, 0, 10
0, 17396, 3, 176, 2232490.0, 0, 0, 5
1, 246376, 6, 554, 263493.0, 0, 0, 10
0, 11483, 3, 702, 866150.0, 2, 128, 5
0, 88071, 0, 0, 0, 0, 0, 10
0, 306233, 3, 77, 3717355.0, 2, 130, 10
0, 10753, 0, 0, 0, 0, 0, 5
0, 7851, 3, 426, 1974240.0, 5, 382, 10
0, 27595, 0, 0, 0, 0, 0, 10
0, 82256, 5, 125, 1449339.0, 5, 485, 10
0, 73368, 3, 393, 186017.0, 0, 0, 10
0, 20427, 0, 0, 0, 0, 0, 10
0, 1704694, 3, 189, 1483509.0, 4, 679, 50
0, 32588, 3, 402, 1035639.0, 5, 390, 10
0, 116280, 0, 0, 0, 0, 0, 10
0, 4870, 3, 584, 66602.0, 0, 0, 10
0, 6551, 4, 325, 2338446.0, 4, 702, 5
0, 23787, 0, 0, 0, 0, 0, 10
0, 17047, 3, 82, 792144.0, 5, 575, 10
0, 133113, 0, 0, 0, 0, 0, 10
0, 24110, 6, 357, 3805512.0, 0, 0, 10
0, 328966, 3, 120, 3717355.0, 2, 106, 10
0, 721599, 3, 76, 3568755.0, 2, 127, 50
0, 68147, 0, 0, 0, 0, 0, 10
0, 7709, 0, 0, 0, 0, 0, 10
1, 631486, 3, 50, 772236.0, 5, 340, 50
0, 28225, 3, 128, 9975605.0, 2, 152, 10
1, 58220, 5, 896, 962408.0, 2, 275, 10
0, 46589, 3, 295, 2902100.0, 3, 358, 10
0, 7399, 0, 0, 0, 0, 0, 10
0, 150000, 0, 0, 0, 0, 0, 10
0, 2167, 0, 0, 0, 0, 0, 10
0, 217188, 3, 47, 932090.0, 0, 0, 10
0, 185, 3, 207, 8614166.0, 2, 79, 5
0, 23229, 0, 0, 0, 0, 0, 10
0, 9706, 4, 314, 3720253.0, 2, 275, 5
0, 3680, 0, 0, 0, 0, 0, 5
0, 205955, 0, 0, 0, 0, 0, 10
0, 30710, 0, 0, 0, 0, 0, 10
0, 90932, 0, 0, 0, 0, 0, 10
0, 33761, 3, 541, 1115790.0, 5, 543, 10
0, 19806, 5, 325, 26546.0, 0, 0, 5
0, 161531, 3, 802, 3336649.0, 2, 159, 10
0, 978, 3, 375, 3562462.0, 5, 881, 5
0, 61161, 3, 81, 3717355.0, 2, 167, 10
0, 347, 0, 0, 0, 0, 0, 5
0, 17511, 0, 0, 0, 0, 0, 10
0, 422993, 3, 191, 2764800.0, 4, 714, 10
0, 19512, 0, 0, 0, 0, 0, 10
0, 51553, 3, 723, 3658665.0, 3, 298, 10
0, 536917, 0, 0, 0, 0, 0, 50
0, 18497, 3, 369, 2321223.0, 5, 560, 10
0, 11001, 0, 0, 0, 0, 0, 10
0, 1485, 3, 380, 3650573.0, 0, 0, 5
1, 10899, 0, 0, 0, 0, 0, 10
0, 10572, 0, 0, 0, 0, 0, 10
0, 705244, 4, 201, 37768.0, 0, 0, 50
0, 6076, 0, 0, 0, 0, 0, 5
1, 129920, 0, 0, 0, 0, 0, 50
0, 3422, 0, 0, 0, 0, 0, 10
0, 71889, 3, 319, 386571.0, 0, 0, 10
0, 12757, 0, 0, 0, 0, 0, 10
0, 27359, 5, 717, 1357608.0, 5, 639, 10
0, 66502, 3, 82, 3717355.0, 2, 163, 10
0, 403131, 0, 0, 0, 0, 0, 50
0, 17678, 3, 329, 1082229.0, 5, 284, 10
0, 479650, 0, 0, 0, 0, 0, 10
0, 139284, 3, 48, 1201277.0, 5, 479, 10
0, 21936, 0, 0, 0, 0, 0, 10
0, 25364, 3, 207, 372572.0, 0, 0, 5
0, 52898, 3, 41, 1201277.0, 5, 329, 10
0, 26884, 5, 228, 2566223.0, 2, 371, 50
0, 21861, 4, 555, 234269.0, 0, 0, 10
1, 7771, 0, 0, 0, 0, 0, 10
1, 19569, 0, 0, 0, 0, 0, 5
0, 36094, 3, 360, 381534.0, 0, 0, 10
0, 13958, 0, 0, 0, 0, 0, 5
0, 52293, 0, 0, 0, 0, 0, 10
1, 932546, 3, 308, 1270875.0, 3, 882, 50
0, 9075, 3, 264, 378944.0, 0, 0, 5
0, 26669, 3, 189, 1861585.0, 5, 643, 10
0, 8039, 6, 849, 1539386.0, 5, 226, 10
0, 17110, 0, 0, 0, 0, 0, 10
0, 29881, 3, 69, 2250118.0, 4, 675, 10
0, 15872, 0, 0, 0, 0, 0, 10
1, 233222, 0, 0, 0, 0, 0, 50
0, 7547, 3, 598, 1360194.0, 5, 423, 5
0, 123798, 3, 658, 5148391.0, 5, 663, 10
1, 5369, 0, 0, 0, 0, 0, 10
0, 36611, 0, 0, 0, 0, 0, 10
0, 70996, 3, 26, 1201277.0, 5, 502, 10
0, 20484, 3, 299, 2902100.0, 0, 0, 5
0, 67575, 3, 427, 423262.0, 2, 273, 10
0, 339, 0, 0, 0, 0, 0, 5
0, 35342, 3, 577, 529450.0, 0, 0, 10
